address,origin,subsystem,disposition,confidence,evidence_id
0x0046238E,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004623C2,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004623DE,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00462401,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0046241D,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00462428,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004624C3,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004624E5,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0046263A,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004626D6,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00462706,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0046270D,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00462714,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0046271B,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0046276D,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004627F8,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004628BF,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00462971,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004629EB,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00462A13,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
